room_number,reviewer,review_content,review_rating,review_date
50339,여기어때회원14839574364,쾌적하고 깔끔한 곳 편안히 잘 쉬다 갈 수 있는 곳 좋아~~~,9.4,2개월 전
50339,트리하웃,침구류 수건 깨끗하고 쾌적하게 잘 잤어요,10.0,2개월 전
50339,Brandony,무인텔인데 불구하고 도착하고나서 차들어가는곳에서 문열어주시고 친절하게 안내해주셧어요 비치용품도있고 전자렌지가없어서 아쉬웟지만 좋았어요 외출시 외출버튼누르고 키가아니라자동잠금이라서 조금 몬가 불안했는데 두번나갓다오니 더편한것같았어요 물은 시간조금지나면 완전뜨거운물도 잘나오고 좋았어요 무인텔이라 시설이 괜찮을까햇는데 깨끗하고 좋아요,10.0,3개월 전
50339,보라매공원광고담당자,지역에서는 가장 좋습니다,10.0,4개월 전
50341,rae0710,깨끗 조용 커피도 루카스 가성비 갑,10.0,4개월 전
50344,지늬이잉12,모임장소로 최고입니다. 정말 넓고 깨끗한 공간이였습니다. 모닥불도 피고 좋은 시간이였습니다. ^^,8.5,2개월 전
50344,잘합니다,"숙소에 들어서자마자 뷰를 보고 바로 감탄했어요. 바다도 잘보이고, 방도 넓고 더울정도로 엄청 따뜻하게 쉬었습니다. 여태 강원도 숙소중에 제일 가성비좋은곳 인거같아요. 방도 청결하고, 애견동반펜션이라길래 걱정했는데 조용하게 잘쉬었습니다. 엘리베이터도 있고 바로1층에 편의점이 있어서 편하네요. 좀만 걸으면 바로 앞이라 힐링도 제대로 했습니다. 다음번에 또 오고싶은곳이에요!",8.0,2일 전
50344,낭랑38세,깨끗하고 좋았습니다 옥상에 따로 있는 바베큐장이 너무 좋았어요 추운겨울에 그렇게 많이 움직이지 않아도 되서 좋았습니다 그리고 방바닥도 너무 따뜻해서 좋았습니아,8.0,8일 전
50344,갱이뾰로롱,좋았던 점 1. 항구 바로앞이라 항구뷰+갈매기뷰입니다. 테라스에 테이블도 있고 일출을 볼수 있어요! 테라스와 뷰가 예뻐요 2. 밤12시 이후에도 운영하는 1층 편의점과 주변 식당에 걸어서 갈수 있어요 3. 방도 아늑하고 깔끔했어요 조리 가능한점 4. 엘베나 주차 편리합니다 5. 침구푹신하고 이불에서 좋은향이 났어요 아쉬운점 1. 보이지않는곳의 청소가 아쉬웠어요 2. 온수는 오래 틀어야했어요 전반적으로 매우 만족합니다.,8.6,20일 전
50344,Sara3,1.14일 404호에 묵었습니다 애견펜션 다녔곳중에선 제일 깨끗한느낌받았어요 강아지 1만원 바베큐 2만원 추가비용들었구요 바베큐는 저희만있어서 넘 편하구 좋더라구요 ㅋㅋ 새벽에 일찍일어나 앞에있는 도매어시장?? 암튼 하는곳이있어서 구경가서 사진찍고 좋은경험했어요 (7시에 스타트 그 전에 나가 구경해보세요) 사장님 두 분도 친절하시구 전체적으로 관리 잘되어 있는거 같았고 추~천~ 댕댕이 생파 겸 간거라 생파사진도 투척~,9.0,23일 전
50346,미님잉,뷰도 넘 좋고 그분좋게 연박으로 있다 갑니다 ~! 간혹 바닥에 강아지?털같은게 한두개씩있지만 크기 불편하지는 않았어요 일층에 편의점이 있어서 거기서만 거의 숙박비만큼이나 결제했어요 ㅋㅋ 관리하시는분들도 너무 다 친절하셨어요 방도 땅뜻하고 좋았어요,9.3,25일 전
50346,여누마마미,오이도 나들이 간길에 숙박하게 되었어요 방 컨디션은 사진과 동일하구요 건물이 오래된 건물 5.6.7층이 모텔이더라구요. 그래서 인지 방은 따뜻했는데 방밖 화장실은 엄청 추워서 갈때마다 떨었어요. 컴퓨터도 없고 넷플릭도 안나와서 좀 아쉬웠어요,10.0,1개월 전
50346,새늘온비,최근 다녀본 모텔중에 정말 최고였어요 모텔이 많이 모여있는곳에 위치했구요 번화가였어요 위치도 너무 좋았고 객실도 깔끔했고 일단 넓어서 좋았어요 어둡지않아서 좋았는데 다만 객실 의자가 털로 커버된 의자인데 털이 너무 묻어나와요ㅜ 저렴한가격에 잘 쉬었네요,8.3,1개월 전
50346,cer팀,주변에 싸고 일하는곳이랑 가까운곳에서 쉬고싶어서 여기로 예약했는데 첨에 들어갈때는 오래된 건물이라서 가격이 저렴한가보다 했는데 내부는 정말 깔끔하고 좋았습니다. 가성비 최고이고 다음에 또 이용할거 같아요. 잘 쉬었다 가요 :),10.0,2개월 전
50346,파릇한첼시,괜찮아요 ~~~~~~,10.0,22일 전
50347,라일락색알바,일반실인데도 불구하고 방이 넓어요. 화장실도 밖에 따로 분리되있어서 좋구요 쾌적하게 사용하였습니다. 지하주차낭은 많이 노후되있어서 걱정했는데 잘 쉬다가 왔습니다 ㅎㅎ 다음에도 이용할게요,9.9,1개월 전
50347,비까비까한변태,월풀 스파있는 모텔을 찾아다녔는데 용인 시내에 딱 있네요 크기도 2명 들어가기 적당하구 tv도 잘보여서 매우 좋았어여 여기 자주 이용할거 같네요 인테리어 디자인도 깔끔하구 이쁘네요,10.0,10일 전
50347,앤드제로,"라일락색알바님 안녕하세요. 2인용 월풀스파가 우리 아트인에 4 객실있어요. VIP실2객실하고요, VIP 트윈 객실 2개하고 있습니다. 다 조금씩 구조나 배치가 인테리어따라서 다르긴하지만 2인용 풀스파가 가능하시고요. 특실의 4객실에는 1인용이 가능한 반달형 월풀 스파가 구비되어 있으니 우리 아트인에 월풀 스파가 있는 객실은 총 8개라고 할수 있네용~~ 앞으로도 많이 많이 이용해 주세용~~ 감사합니다.",10.0,8일 전
50347,센숲,시설 너무좋고 넓고 가성비 갑이었어요!! 한가지 아쉬운건 컴퓨터 사양이 설명과 달랐던거.. ㅜ 1060 이랬는데 960이더라구요!!,10.0,2개월 전
50347,서운한대역,비까비까한변태님 안녕하세요. 시설 좋고 가성비 갑이라고 해주시니 너무 좋네요. 그래픽이 1060이 아니었군요 VIP 급 이상 객실에는 1060 그래픽으로 설치 되이 있는데 헌번 쳉겨 봐야 겠네용 그래도 게임 돌아가는데는 불편함은 없었겠지요 다음에도 용인에서 숙박하실 때에는 우리 아트인을 이용해 주셔요. 항상 행복한 날들 되시구요. 감사합니다.,10.0,1개월 전
50349,스물넷살,"저렴해서 이용하기엔 좋아요~ 그치만 내부 청소, 청결은 신경써야 할것같아요 ㅜㅜ 두번째 이용인데 두번 모두 넷플이나 티비가 말썽이라 사장님께서 와주셔서 고쳐주셨네용,, 사장님은 매우 친절합니다! 싸게 대실해서 그나마 만족~~ 잘 쉬다갑니당 ^^",9.2,4일 전
50349,들쑥날쑥한신문배달부,급히 예약한 거 치곤 나쁘지않아서 괜찮고.깨끗하고 따듯해서 나쁘니않았어요 잘 쓰고 잘 놀고 갑니다 아 거기 컴터 있는데 키보드가 안ㄱ되도라구여 그거 빼곤 다 괜찮아요 잘쓰고 갑니다 ㅋㅋ,10.0,1개월 전
50349,박지만3,사장님이 친절하셔요. 쾌적한 방에 조용해서 잘 쉬다가요. 인제가면 늘 여기만 가게돼요. 방이 아주 후끈후끈 해서 요즘처럼 추울때 쉬러가면 딱이네요. 방이 뜨겁다보니 조금 건조한건 있어요.,10.0,1개월 전
50349,윤태하환,잘쉬다 갑니다~~^^ 인제서 좋은 추억 만들어 갑니다,10.0,4개월 전
50349,강신조님,인제에서 가성비 좋은 숙소라고 생각합니다. 저희가 퇴실시간 늦었는데 친절하게 이해해주셔서 감사드립니다.,9.3,4개월 전
50352,지니남자,한달에한번은 가는 좋은숙소,10.0,5개월 전
50352,미손이입니다,일단 동암역과 가깝고 도보로 3분정도 소요됨 주차 시설은 상당히 넓은 편이고 편리하게 되어 있음 사장님도 친절하시고 가격도 저렴하고 조용한편이라 편하게 숙박할수 있어서 좋았습니다 잘쉬다 갑니다~~!!,10.0,1개월 전
50352,오늘도신나게놀러,일단 깔끔하고 ㅂㅂ친절하구 대만족합니다 주말드라마 7드라마 보면서 맥주 도 마시고 가격도 이정도로 좋고 사장님이 더 친절하구좋았어요 다에토올게요 이번7 아주 많이 77콩 충했는데,9.4,2개월 전
50352,첨성대바바리안,잠만 자기 좋으며 그만한 가격대임,10.0,25일 전
50352,서우울,......................................................................................................사장은친절한데 방이춥다 추워,10.0,1개월 전
50355,소극적인현자,방도 깨끗하고 따듯하고 잘 묵었습니다,9.3,1개월 전
50355,KimDaYoung,깨끗한거 같아요 ~ 그리고 역세권이라 바로 출근하기 딱 좋아요 ~,10.0,22일 전
50355,인도적인한나,너무 좋았고 다시 방문하고 싶은 곳입니다 푹 쉬고갑니다,9.4,1개월 전
50355,인도적인한나,오늘도 잘쉬다갑니다~ 항상 깨끗해서 너무 좋아요~,8.0,4개월 전
50355,스핑크스679,잘 쉬다 갑니다~ 항상 깨끗해서 너무좋아요~,10.0,4개월 전
50356,부적합한히잡,좋아요오오오오오오 편함,10.0,5개월 전
50356,jy2da,객실도 깨끗하고 가격도 저렴하고 종합적으로 만족스러웠습니다. 일회용품들도 무료로 제공해주셨고 버스정류장에서 내려서 바로 앞이어서 아주 편리해서 다음에도 이용할 생각입니다. 감사합니다.,10.0,5일 전
50356,제임스넘버원,부적합한히잡님 안녕하세요.저희 화곡(강서구청) 샤르망을 찾아주셔서 정말 정말 감사합니다. 편안한 쉼터가 되도록 노력하겠습니다. 행복한 하루 되세요~ ^----------------------^,9.0,4일 전
50356,사자자리사리,사진보다 실물이 좀 많이 낡았네요. 오래된 건물이라 여기저기 흔적이 보이지만 가격 대비 나쁘지 않았습니다. 방이 좀 많이 추웠지만 침대에 전기장판이 있어서 편하게 쉬고 나올 수 있었습니다. 카운터 보시는분은 매우 친절하시네요.,10.0,12일 전
50356,문선희12,jy2da님 안녕하세요. 저희 화곡(강서구청) 샤르망을 찾아주셔서 정말 정말 감사합니다. 편안한 쉼터가 되도록 노력하겠습니다. 행복한 하루 되세요~ ^----------------------^,9.3,11일 전
50357,악독한대학교수,시설도 나름 좋고 훌륭하네요. 직운분도 친절하고 방음도 전혀 소리 안들리고 좋네요. 추천합니다 시간도 많이 주고 조용히 쉬다갈곳 찾는다면 추천합니다 지역모텔중에 이가격에 시간많이 주는곳 없네요,6.0,1개월 전
50357,고구마호박1,아직도 침대에 누워있으면서 쓰는 리뷰입니다. 라텍스인지 뭐인지 일단 침대가 너무 좋아요! 침구류도 최고예요- 늦게 도착할것 같아 연락드리니 방배정과 비번 설정해주셔서 편하게 들어왔습니다. 베란다도 있고 넓찍하니 방도 커요! 까칠한 동승자는 지금까지 갔던 최고의 숙소라며 엄지척입니다. 저도 그래요!! 너어어어어어무 좋아요- 속초 올때마다 여기로 고정픽이예요- 사장님 감사합니다❤️ 오래 운영해주세오💜,6.0,1개월 전
50357,퍼플9,제가 우선 한달에 두번은 속초를 갑니다 항상 속초 중앙 시장에 있는 호텔 xxx 라는 곳을 가는데 중앙 시장에서좋은 장단점이 있기 때문에 여기가 더 좋다고 할순없지만 만약 둘이 비슷한 곳에 있다고 한다면 전 가성비 여기를 택할거 같습니다,8.7,1개월 전
50357,걸상왕,다좋았습니다. 근데 난방을 올려주신다했는데도.. 추웠습니다. 침구류는 꽤..좋았습니다. 깔끔.푹신.. 그치만 그날따라 첫눈이 와서 추워선가요.. 전기장판이 생각이 간절은했어요.ㅡㅡ 뷰는 첫눈내리는 바다..나쁘지않았습니다.,9.3,1개월 전
50357,poweroflove1,두번째 방문입니다. 그래도 옆방과 윗방의 소음은 적응이 안되네요. 비데도 설치 해놨으면 좋겠습니다. 침대와 베게는 바닥으로 꺼져들어가는 엄청난 푹신함...빼고는 깨끗하게 되어있어 좋았습니다,10.0,2개월 전
50369,dorkekd112,바다도 보이고 침대도 편안해서 좋았습니다,10.0,11일 전
50369,바쁘게사는사람,사진이랑 똑같습니다 밖 인테리어도 아주 깔끔하고 안에도 포토존이 아주 이쁘게 설치되어있으며 코로나땜에 걱정인데 아주 소독도 잘된거같고 전기장판도있어 따뜻했습니다 화장실도 넓어서 좋습니다,8.6,2시간 전
50369,말똥한저격병,객실도 너무 깨끗하고 창문이 커서 환기가 잘되서 좋았어요ㅎㅎ 사장님도 항상 친절하셨구욤 퇴실시간도 늦어서 좋았네요~~ 다음에도 또 방문하고 싶어요!! 옆방? 에서 담배냄새가 올라온거 빼고는 전부다 만족입니다^^ 다음에또 방문할께욤!,9.0,1일 전
50369,도톨도톨도토리,일단 커플pc가 너무 좋았어요 롤 하기엔 딱 좋은 것 같아요 그리고 1층에 횡단보도만 건너면 편의점 있어서 먹을 것 사러가기도 편했어요 1층에 뽀글이랑 과자도 1000원에 팔아서 저렴하게 먹을수 있구요,10.0,8일 전
50369,도톨도톨도토리,여기는 비흡연자를 위한 금연룸이 있는데 평일이라 그런지 3시 입실이였는데도 금연룸이 남아있어서 쾌적하게 이용하다가 갔습니다😊 다음에 이용할 때도 금연룸이 비어있었으면 좋겠네요👍,10.0,10일 전
50370,레쓰비a,1~2주에 한번씩은 꼭 갈만큼 가성비 좋은 곳인데 어제는 예민한 분이 옆방을 쓰셨는지 가만히 쉬고있는 저희방에 카운터에서 전화가 와서 작업하시냐 그러시는 바람에 마냥 편히 쉬지는 못한것 같네요😂 그분이 보실지는 모르겠으나 그때 당시에 앞방이 청소중이라 아마 그 소리를 잘못 들으신거 같은데 저희 아니였어요^^;,6.0,15일 전
50370,일흔한살업그레이드,잘 이용하고 갑니다. 방도 가격대비 나쁘지 않고 한 숨 쉬어 가기 좋습니다~~ 요즘같이 어디 갈 곳 없는 시기에 우왕좌왕 하지말고 대실이나 숙박 끊고 쉬다 가는 것도 괜찮겠네요~~,1.0,4일 전
50370,의식적인가락지빵,"객실은 조금 오래됬지만, 오래된거 치곤 깔끔했어요 다만 객실이 좀 추웠습니다. 외풍때문인거 같은데 전기장판이라도 있었으면 좋았을꺼 같습니다. tv에 넷플릭스 로그인 되어있어서 바로 사용가능한건 너무 좋았습니다.",9.1,25일 전
50370,뚕뚕킹,예전에 엄청 자주자주 갔었다가 항상 가격도 저렴하고 편하게 쉬고 갔는데 화장실은 역시 살짝 나이가 들어서 엄청 깔끔하다!!는 아니었어용!! 그래도 잘쉬고 가영 ㅎㅎㅎ 동네에선 제일 가성비 좋은 곳이라서 만족해여!,8.0,1개월 전
50370,레쓰비a,음 난방이 전체통제 난방이라 좀 추웟어여.. 차라리 전기장판잇는 모텔이 대체적으로 만족도가 높더군요 그냥 전기장판이 나을듯요 ㅜ 비싸겟지만.. 주차는 공간많아서 좋앗고 이런곳에 모텔이 잇나 하는정도로 숨겨져잇어여 ㅋㅋ,10.0,1개월 전
50373,띨띠리야79,참 쉬다가기가 좋습니다! 티비도 괜찮고 시설도 괜찮습니다. 주차도 편리하게 공간이 구비되어있어서 주차 하기도 편하고 주변에 먹을 것도 많은 듯 하네요. 배달 시켜먹을 곳도 많습니다.,10.0,1개월 전
50373,땅끝관광지바지,깔끔한편입니다.그러나 테이블에 흰먼지깔린건 쫌 그렇군요.가볍게 걸레질한번이면 없어질정도라 신경써주시길 바랍니다. 다좋았어도 사소한거하나 놓치면 아쉽잖아요?,10.0,6시간 전
50373,해바라기색작가,공항이랑 가깝고 주변에 먹을것도 많고 깨끗하고~ 거기다 친절햇어요~^^ 담에 또올꺼에요~ 조식도 주던데 조식먹는 시간에 눈이 와서 창가에서 참 맛나게 묵엇어요~ 구성도 좋아서 만족햇습니다,9.2,1일 전
50373,독립문삼장법사,안녕하세요 Hotel M-FELICE입니다 저희 호텔을 이용해 주셔서 깊은 감사의 말씀을 드립니다. 더 노력하고 발전하는 Hotel M-FELICE가 되겠습니다. 고객님과 가족 여러분의 건강과 행복을 진심으로 기원합니다. 감사합니다.,10.0,15시간 전
50373,콩술,"매달 2일씩 업무때문에 발산역을 갔는데 왜 이제서야 여기를 알았는지... 지금까지 주변에 수많은 호텔과 모텔을 방문해보았지만 여기만한 곳 없었습니다. 시설이 좋으면 프론트 직원이 불친절하고.. 서비스 시설 모두 만족하려면 금액이 비싸고.. 여기는 저의 모든 니즈를 충족시켜주는 곳이었습니다. 앞으로 자주 이용할 거 같습니다. 특히 조식은 이게 정말 이값의 호텔에서 나올만한가 싶을 정도였습니다. 프론트직원 분도 참 친절해서 좋았습니다. 다만 단점이 있다면 창문틈으로 우풍이 조금 있네요. 하지만 이단점을 생각도 안하게 만들어주는 장점들 때문에 하룻밤 아주 잘 쉬었습니다. 주변 라마다앙코르, sr, 인터시티 방문해보았는데 여기가 제일 좋았던 거 같습니다. ----------정리----------- 장점 1. 조식(꼭 드셔야함. 후회없음.) 2. 가격(이정도 가격에 이정도 방 퀄리티 나오기 힘듬) 3. 주차(넉넉하네요.. 바로 길건너에 있는 인터시티호텔은 이중주차, 밤에 자다일어나서 차빼줘야하는 일이 있었는데 여긴 아주 넓직하네요) 4. 청결(침구류, 먼지에 민감한 우리와이프가 잘 잤네요) 5. 서비스(프론트직원 마인드 아주만족합니다 ^^) 6. 방음(앞,뒤,옆 아주 조용합니다) 단점 1. 우풍(바람많이부는날은 우풍이 좀 있네요) 2. 건조함(난방을 켜니 건조하네요) 3. 1호부터 5호?6호? 라인까지는 앞이 고층건물에 가려 뷰는 포기해야합니다. -------------------------- 재방문 의사 100%",8.0,12일 전
50374,폼페이의아침,안녕하세요 Hotel M-FELICE입니다 저희 호텔을 이용해 주셔서 깊은 감사의 말씀을 드립니다. 더 노력하고 발전하는 Hotel M-FELICE가 되겠습니다. 고객님과 가족 여러분의 건강과 행복을 진심으로 기원합니다. 감사합니다.,10.0,11일 전
50374,푸근푸근한거지,입실 할때 사장님께서 꼼꼼하게 설명해주시고 바다가 바로앞에 있어서 너무너무 좋앗어요 파도소리 듣는것도 좋고 바닥이 정말 뜨끈뜨끈해요 ㅋㅋㅋ 스파하면서 물멍하기 좋아요 냄비는 2개있는데.후라이팬이 없어서 아쉬웠어용,8.6,29일 전
50374,쏭1쏭,"뷰가 정말 좋습니다. 사장님도 친절하게 객실까지 올라오셔서 설명해주시고, 스파는 사용하지 않았지만 깔끔했습니다,, 난방이 따뜻하게 잘 되는데 저는 너무 뜨거워서 창문을 열어둘 정도였습니다,, 방은 따뜻하고 시원한 바람이 들어오고 파도소리가 계속 들리는데 너무너무 힐링되는 시간이었습니다,, 밑에 새끼 고양이들도 너무 귀엽고,, 한 가지 아쉬운 점이 있다면 침구류를 조금 더 신경써주셨으면 좋겠습니다!",9.4,1개월 전
50374,오키독희도끼,"1. 주차장은 바로앞에 바닷가에 주차하세여 멀어요.. 2. 에어컨만 최신형 실내 시설 노후 곰팡이 많아여 3. 자이글은 대패급 고기만 가능.. 4. 스파 뜨거운 물조절 힘들구요. 1시간 전부터 물받아야됨. 수압이 많이 약함 5 .고기 집개 너무커요 , 가위는 너무 작아요.",10.0,4일 전
50374,튜융쥬,"장점 바로 옆이 바닷가임에도 불구하고 방이 덥다느껴질정도로 따듯해요. 뷰는 진짜 예쁩니다. 단점 모든 가구, 벽, 화장실 다 노화됐습니다. 모텔을 가장한 펜션같았어요. 방음 안되구요 옆방에서 담배까지 피워서 저녁에 고통받다가 말씀드리니 방 옮겨주셨습니다 재방문의사 당연히없구요, 이 돈 주고 그냥 다른모텔가서 주무시는게 더 맘 편하게 주무실것같습니다. 처음와보는 강원도여행이였는데 많이 아쉬웠습니다.",10.0,1개월 전
50375,,뷰 좋았어요 바다가 바로보여요,8.6,2개월 전
50376,배떡로제존맛,,8.0,
50376,오로로롤,깨끗하고 좋은데 보일러 빵빵해서 더워서 놀랐어요 추위 많이 타시는 분들한테 좋을거같아요!! 퇴실도 늦어서 좋았어요,9.3,1일 전
50376,실증적인그릇,방 깨끗하고 너무 따듯해서 좋앗어요! 티비도 크고 화장실도 넓더라구용 헛개차 도 잇어서 ㅋㅋ 술마시고 아침에 원샷때리니까 살거같더라구요! 침대 마약매트잇어서 따끈하게 지지고가요! 잘쉬다갑니다닷!,10.0,4일 전
50376,쾌적한배추김치,주변에 이것저것많아서 지리적 위치 좋아요! 방도 가격이 엄청 비싼거 아닌데 그렇다고 시설 퀄리티가 낮지 않았어요 깔끔하고 분위기도 좋고 깨끗해서 다음에 또 이용하고 싶은 생각이 드네요!!,10.0,6일 전
50376,쾌적한배추김치,"*카운터에 계신 직원분이 참 친절하셨어요 *둔산동, 월평동 주위의 숙소 중에서 대실, 체크아웃 시간도 가장 길고 청결해서 자주 이용합니다 *코로나19로 인해 외부 활동이 조심스러워지는데 가끔씩 대실-숙박 연이어 예약해서 24시간동안 편히 쉬며 배달음식도 시켜먹을 수 있어서 참 좋습니다 *일반실A는 창문이 있고 일반실B는 창문이 없지만 그를 보완하고자 공기청정기가 있습니다 *자주 이용하는 곳인데 갈때마다 항상 청결한 룸컨디션이어서 기분이 좋아요 *이번에 욕실화가 새걸로 바뀐거같아서 숙소 이용하면서 처음으로 욕실화 신어봤어요",10.0,8일 전
50377,일흔넷추억,"*카운터에 계신 직원분이 참 친절하셨어요 *둔산동, 월평동 주위의 숙소 중에서 대실, 체크아웃 시간도 가장 길고 청결해서 자주 이용합니다 *코로나19로 인해 외부 활동이 조심스러워지는데 가끔씩 대실-숙박 연이어 예약해서 24시간동안 편히 쉬며 배달음식도 시켜먹을 수 있어서 참 좋습니다 *일반실A는 창문이 있고 일반실B는 창문이 없지만 그를 보완하고자 공기청정기가 있습니다 *자주 이용하는 곳인데 갈때마다 항상 청결한 룸컨디션이어서 기분이 좋아요 *이번에 욕실화가 새걸로 바뀐거같아서 숙소 이용하면서 처음으로 욕실화 신어봤어요",10.0,9일 전
50377,행항스님,친절하시고 깨끗하고 여자4명이서 딱 놀기 좋았어요~!!,9.0,6개월 전
50377,일곱번째기사,일흔넷추억님 안녕하세요. 리뷰 감사합니다^^ 다음에도 깨끗하게 준비해서 맞을께요~ 또 만나요^^,10.0,6개월 전
50377,러시아자전거,"아들과 단둘이 자전거라이딩 여행숙소로 이용했었는데 위치가 환상적 입니다. 침구류, 수건 깨끗 했어요. 청소상태도 양호 하고요. 빗, 화장품, 리모컨 등 공용물품도 알코올 소독 해주셨으면 합니다. 코로나19로 인해 조식서비스와 1층 휴게공간을 이용하지 못한점이 아쉬었지만 나중에 가족들과 재방문 할게요.",9.3,8개월 전
50377,9821487,행항스님님 안녕하세요. 리뷰 감사합니다^^ 다음에 또 만나요!,10.0,8개월 전
50378,린라나,더블 침대에 2층침대. 잠자는데 충분한 구성. 화장실 바닥 물이 좀 늦게 내려간다는 것과 새 가구 냄새가 좀 난다는 단점 빼고는 가성비 최고. 주차도 편하고. 속초시장하고 가까워 접근성 굿.,10.0,10개월 전
50378,새우잠러,일단 큰 짐 있으신분들은 절대 이용하면 안되요.. 엘리베이터는 당연히 없고 계단이 아주 아주 좁아서..... 그리고 더블룸은 3층이라.... 그리고 10번출구는 엘리베이터가 없고.. 큰짐으로는 에스컬레이터로 이동이 힘들고 게하 위치는 오르막에 있고 계단은 좁고.. 그냥 짐 없으신분은 지하철역에서 가깝고 정말 가성비 좋고 다 좋을 듯한데요 짐 있으신 분들은 엘리베이터 있는 평지 숙소로 꼭꼭 하시길.. 방은 깔끔해요,9.3,5개월 전
50378,커피스타킹,이름처럼 서울역에서 진짜 가까워서 아침에 기차타기 편리했습니다. 방은 아기자기 했구요 가격대비 괜찮네요. 또 이용하겠습니다.,8.0,6개월 전
50378,원실2,대체적으로 만족하고 편합니다 !,10.0,9개월 전
50378,파인애플77,고데기도 있어서 놀랐어요 ! 좁지만 필요한 것들 딱 다있었어요 화장실은 좁은감이있지만 방도 개별로 바닥보일러랑 히터있어서 춥지않게잤어요 또이용할께요,10.0,1년 전
50380,써느런말티즈,화장실이 너무 춥고 냄새가 심했습니다. 계단이 굉장히 좁아서 오가는데 위험하게 느껴졌고 시트는 위에 깔아놓은 건 당연히 가볍게 벗겨지고 굉장히 얼룩이 많아서 미치는 줄 알았어요. 베개는 너무 더러워서 수건을 깔고 잤습니다... 서울역과 가까운 것 빼고는 너무 청결하지 못 하였습니다,10.0,1년 전
50380,젤리젤,"무대면 체크인으로 편하게 입실, 조용히 잘 지냈습니다.",9.0,4개월 전
50380,문화적인백수,"안녕하세요 고객님, 유게스트하우스입니다! 저희 숙소를 이용해주시어 대단히 감사드립니다 :) 다음번에도 더 나은 공간을 제공할 수 있도록 노력하겠습니다, 감사합니다 *^^*",10.0,3개월 전
50380,슈퍼간지폭발,"좀 꿉꿉했지만, 가격 생각하면 잘 묵고 갑니다!! 투숙객도 거의 없고 비대면 체크인이라 조용하게 잘 지내다 갑니다!!",9.3,6개월 전
50380,푹신한수선화,"안녕하세요 고객님, 유게스트하우스를 이용해 주셔서 감사합니다 :) 어느 부분이 꿉꿉하셨을까요 ㅠㅠ 다음번엔 모두 만족하실 수 있게 노력하겠습니다 ^^ 감사합니다 ^^",2.0,6개월 전
50382,반짝반짝율,저녁 늦게 잠만자고 아침 일찍 나가서 샤워실 이용안해서 그런지 무척 저렴한 가격에 편하게 이용했어요 샤워실은 좀 불편해보이고 좋진않더라구요 그래도 여성전용이라 맘편하고 잘 이용했어요,4.0,7개월 전
50389,놀자쉬자,전체적으로 구조(?) 가 잘 되있어요. 주방열면 바베큐장 바베큐장열면 수영장. 겨울이라 수영장 이용은 못했지만 여름에 다른곳 찾아 다니지 말고 여기 또 가자고 이야기도 나올정도였어요 노래방 업뎃도 최신 12월...대박 수건 이불 청결도 좋았고 아이들도 신나게 놀고 어른들도 즐겁게 좋은추억 만들었습니다. 밤에 조명도 이뻐요^^♥ 최고최고♥♥,,1년 전
50389,허여멀끔한개구쟁이,방따뜻하고 온수 잘나오고 창밖풍경좋고 잘쉬었다 갑니다 집에서 40분걸리는 가까운곳이지만 한번씩 놀러오고 싶은곳입니다 조만간 다시 쉬러오겠습니다,9.3,4일 전
50389,하마9,"열심히 준비한 보람을 느끼네요. 좋은 글 정말 감사 드립니다. 저희 리버랜드에서 차로 10분거리에 가평 최초의 양떼 목장 베이커리 카페가 오픈 하였답니다. 어떻냐구요? 네이버에 ""가평양떼목장"" 검색해 보세요. 깜짝 놀라실 거에요 ^^",10.0,4일 전
50389,분당정대표,뷰가 끝내줘요! 급하게 예약했었는데 방도 따뜻하고 잘 쉬다가 왔어요 편의점도 바로 옆이라 필요한거 쉽게 살 수 있었고 레저도 같이 하던데 다음엔 여름에 가서 레저도 즐기고 싶네요~~,10.0,10일 전
50389,다둥이파파스머프,"리버랜드는 여름이 진짜배기 ㅎㅎ 좋은 글, 좋은 점수 감사 드려요 저희 리버랜드에서 차로 10분거리에 가평 최초의 양떼 목장 베이커리 카페가 오픈 하였답니다. 어떻냐구요? 네이버에 ""가평양떼목장"" 검색해 보세요. 깜짝 놀라실 거에요 ^^",10.0,4일 전
50392,이수아리,나름 좋았네요 특히 뷰 넘넘 좋아요 생각보단 방이 작아요 물은 아주 따스히 잘 나오네요,10.0,1개월 전
50392,이수아리,저렴하게 잘쉬엇다 갑니다,8.9,1개월 전
50392,로딩신화,잘쉬엇다가 갑니다요,10.0,2개월 전
50392,황종철,잘 사용하고 갑니다,8.0,2개월 전
50404,9820626,😍😍😍😍😍😍😍😍😍😍,10.0,5개월 전
50404,백산저수지훈련교관,좋았어요 위치도 역에 가까웠고 12시전에만 체크인하면 되서 편했습니다 ㅎㅎ 그리고 새벽에 나갔다와도 되고 되게 자유로웠어요!,9.3,1년 전
50404,룰루라라라훙,시설도 좋고 화장실도 깨끗해서 편하게 잘사용했어요,8.4,1년 전
50404,제주일짱김감귤,방음은 안됐지만 깔끔하고 또 갈만하네요,6.0,2년 전
50404,여기어때회원14735069402,직원분은 엄청 친절하셨고 방도 엄청 깨끗하고 분위기도 좋았어요 !! 역이랑도 엄청 가까워서 날도 더운데 편하게 이용했네요 ~~ 근데 아쉬운점은 욕실 문이 손잡이가 없어서 모르고 닫고 쓰다가 열때 엄청 고생했어요 ㅠㅠ 또 엘리베이터 없는것도 참고하세욥 하지만 저는 다음에 온다면 또 이용하고 싶습니다 !!,10.0,2년 전
